City;PLZ;State
Calberlah;38547;Niedersachsen
Schönewörde;29396;Niedersachsen
Jembke;38477;Niedersachsen
Süpplingen, Frellstedt;38373;Niedersachsen
Warberg;38378;Niedersachsen
Velpke;38458;Niedersachsen
Glandorf;49219;Niedersachsen
Holdorf;49451;Niedersachsen
Rennau, Querenhorst, Mariental, Grasleben;38368;Niedersachsen
Hannover;30457;Niedersachsen
Buchholz in der Nordheide;21244;Niedersachsen
Hannover;30627;Niedersachsen
Rosengarten;21224;Niedersachsen
Celle;29225;Niedersachsen
Seesen;38723;Niedersachsen
Langlingen;29364;Niedersachsen
Hohne;29362;Niedersachsen
Ebstorf;29574;Niedersachsen
Artlenburg;21380;Niedersachsen
Goslar;38644;Niedersachsen
Sulingen;27232;Niedersachsen
Ihlienworth;21775;Niedersachsen
Asendorf;27330;Niedersachsen
Leese;31633;Niedersachsen
Nienburg/Weser;31582;Niedersachsen
Lauenhagen;31714;Niedersachsen
Drochtersen;21706;Niedersachsen
Steimbke;31634;Niedersachsen
Rhauderfehn;26817;Niedersachsen
Werlte, Vrees, Lahn;49757;Niedersachsen
Wiesmoor;26639;Niedersachsen
Barßel;26676;Niedersachsen
Fintel, Lauenbrück u.a.;27389;Niedersachsen
Wilhelmshaven;26388;Niedersachsen
Lengerich u.a.;49838;Niedersachsen
Neubörger, Neulehe;26909;Niedersachsen
Oldenburg (Oldenburg);26125;Niedersachsen
Wietmarschen;49835;Niedersachsen
Wustrow;29462;Niedersachsen
Brake;26919;Niedersachsen
Syke;28857;Niedersachsen
Stolzenau;31592;Niedersachsen
Auhagen, Sachsenhagen;31553;Niedersachsen
Hohnstorf (Elbe), Hittbergen;21522;Niedersachsen
Braunschweig;38100;Niedersachsen
Wolfsburg;38442;Niedersachsen
Rosche;29571;Niedersachsen
Luckau (Wendland);29487;Niedersachsen
Filsum;26849;Niedersachsen
Laatzen;30880;Niedersachsen
Nörten-Hardenberg;37176;Niedersachsen
Langelsheim;38685;Niedersachsen
Wilsum;49849;Niedersachsen
Golmbach;37640;Niedersachsen
Halle;37620;Niedersachsen
Barver, Dickel, Hemsloh, Rehden, Wetschen, Wehrblecker Heide;49453;Niedersachsen
Schiffdorf;27619;Niedersachsen
Ritterhude;27721;Niedersachsen
Helpsen, Seggebruch;31691;Niedersachsen
Auetal;31749;Niedersachsen
Eystrup, Hassel u.a.;27324;Niedersachsen
Neu Wulmstorf;21629;Niedersachsen
Wendeburg;38176;Niedersachsen
Müden (Aller);38539;Niedersachsen
Ummern;29369;Niedersachsen
Isenbüttel;38550;Niedersachsen
Stoetze;29597;Niedersachsen
Zernien;29499;Niedersachsen
Hann. Münden, Gutsbezirk Reinhardswald;34346;Niedersachsen
Lüerdissen;37635;Niedersachsen
Neuenkirchen;29643;Niedersachsen
Wangerland;26434;Niedersachsen
Quakenbrück;49610;Niedersachsen
Osnabrück;49078;Niedersachsen
Gehrde;49596;Niedersachsen
Uplengen;26670;Niedersachsen
Merzen, Neuenkirchen;49586;Niedersachsen
Emsbüren;48488;Niedersachsen
Ovelgönne;26939;Niedersachsen
Aurich;26607;Niedersachsen
Herzlake, Dohren;49770;Niedersachsen
Delmenhorst;27751;Niedersachsen
Nordleda;21765;Niedersachsen
Bremervörde;27432;Niedersachsen
Selsingen;27446;Niedersachsen
Heeßen, Bad Eilsen;31707;Niedersachsen
Lüdersfeld;31702;Niedersachsen
Hameln;31789;Niedersachsen
Moisburg;21647;Niedersachsen
Handeloh;21256;Niedersachsen
Adelheidsdorf;29352;Niedersachsen
Mechtersen;21358;Niedersachsen
Uelzen;29525;Niedersachsen
Wahrenholz;29399;Niedersachsen
Römstedt;29591;Niedersachsen
Königslutter am Elm;38154;Niedersachsen
Bad Rothenfelde;49214;Niedersachsen
Sande;26452;Niedersachsen
Osnabrück;49086;Niedersachsen
Horneburg;21640;Niedersachsen
Dielmissen;37633;Niedersachsen
Bomlitz;29699;Niedersachsen
Tostedt, Kakenstorf u.a.;21255;Niedersachsen
Pattensen;30982;Niedersachsen
Hannover;30179;Niedersachsen
Sibbesse;31079;Niedersachsen
Faßberg;29328;Niedersachsen
Holle;31188;Niedersachsen
Elbe;38274;Niedersachsen
Bad Lauterberg;37431;Niedersachsen
Lüneburg;21337;Niedersachsen
Braunschweig;38116;Niedersachsen
Goslar;38644;Niedersachsen
Dissen;49201;Niedersachsen
Jade;26349;Niedersachsen
Wildeshausen;27793;Niedersachsen
Garbsen;30826;Niedersachsen
Negenborn;37643;Niedersachsen
Lorup, Rastdorf;26901;Niedersachsen
Hesel, Neukamperfehn u.a.;26835;Niedersachsen
Wurster Nordseeküste;27639;Niedersachsen
Hagen;27628;Niedersachsen
Otterndorf;21762;Niedersachsen
Ottersberg;28870;Niedersachsen
Wietzen;31613;Niedersachsen
Balge;31609;Niedersachsen
Lindhorst;31698;Niedersachsen
Bodenwerder, Pegestorf, Kirchbrak, Hehlen;37619;Niedersachsen
Ringe, Laar, Emlichheim;49824;Niedersachsen
Wittingen;29378;Niedersachsen
Soltendiek;29594;Niedersachsen
Wolfsburg;38446;Niedersachsen
Groß Twülpstedt;38464;Niedersachsen
Büddenstedt;38372;Niedersachsen
Woltersdorf;29497;Niedersachsen
Hoogstede;49846;Niedersachsen
Detern;26847;Niedersachsen
Leer;26789;Niedersachsen
Norderney;26548;Niedersachsen
Oberlangen, Niederlangen;49779;Niedersachsen
Bunde;26831;Niedersachsen
Ganderkesee;27777;Niedersachsen
Twistringen;27239;Niedersachsen
Harpstedt, Groß Ippener, Colnrade u.a.;27243;Niedersachsen
Delmenhorst;27755;Niedersachsen
Diepenau;31603;Niedersachsen
Worpswede;27726;Niedersachsen
Neuenkirchen;21763;Niedersachsen
Lamstedt;21769;Niedersachsen
Stadthagen;31655;Niedersachsen
Bad Pyrmont;31812;Niedersachsen
Drakenburg;31623;Niedersachsen
Stöckse;31638;Niedersachsen
Wunstorf;31515;Niedersachsen
Hannover;30167;Niedersachsen
Burgdorf;31303;Niedersachsen
Hildesheim;31134;Niedersachsen
Oldendorf (Luhe), Amelinghausen, Rehlingen;21385;Niedersachsen
Osterode am Harz;37520;Niedersachsen
Duderstadt;37115;Niedersachsen
Höfer;29361;Niedersachsen
Radbruch;21449;Niedersachsen
Vierhöfen;21444;Niedersachsen
Hanstedt;29582;Niedersachsen
Braunschweig;38122;Niedersachsen
Vordorf;38533;Niedersachsen
Rötgesbüttel;38531;Niedersachsen
Braunschweig;38108;Niedersachsen
Kissenbrück;38324;Niedersachsen
Wasbüttel;38553;Niedersachsen
Schöningen;38364;Niedersachsen
Dannenberg;29451;Niedersachsen
Edewecht;26188;Niedersachsen
Garrel;49681;Niedersachsen
Cloppenburg;49661;Niedersachsen
Bad Laer;49196;Niedersachsen
Stadland;26937;Niedersachsen
Dassel;37586;Niedersachsen
Westerstede;26655;Niedersachsen
Rosdorf;37124;Niedersachsen
Freden (Leine);31084;Niedersachsen
Wulfsen;21445;Niedersachsen
Garstedt;21441;Niedersachsen
Wienhausen;29342;Niedersachsen
Burgdorf;38272;Niedersachsen
Winsen;21423;Niedersachsen
Reppenstedt, Lüneburg;21391;Niedersachsen
Osterholz-Scharmbeck;27711;Niedersachsen
Stinstedt;21772;Niedersachsen
Suthfeld;31555;Niedersachsen
Nortrup;49638;Niedersachsen
Ostercappeln;49179;Niedersachsen
Oldenburg (Oldenburg);26123;Niedersachsen
Melle;49324;Niedersachsen
Elsfleth;26931;Niedersachsen
Lindern (Oldenburg);49699;Niedersachsen
Aurich;26605;Niedersachsen
Braunschweig;38102;Niedersachsen
Sassenburg;38524;Niedersachsen
Braunlage;38700;Niedersachsen
Schöppenstedt;38170;Niedersachsen
Tosterglope;21371;Niedersachsen
Königslutter am Elm;38154;Niedersachsen
Beierstedt;38382;Niedersachsen
Stuhr;28816;Niedersachsen
Balje;21730;Niedersachsen
Binnen;31619;Niedersachsen
Ahnsen;31708;Niedersachsen
Hespe;31693;Niedersachsen
Großenwörden;21712;Niedersachsen
Lauenförde;37697;Niedersachsen
Grünenplan, Delligsen;31073;Niedersachsen
Hannover;30451;Niedersachsen
Hannover;30177;Niedersachsen
Soderstorf;21388;Niedersachsen
Clausthal-Zellerfeld, Oberschulenberg;38678;Niedersachsen
Groß Oesingen;29393;Niedersachsen
Königslutter am Elm;38154;Niedersachsen
Wolsdorf;38379;Niedersachsen
Nordhorn;48527;Niedersachsen
Krummhörn;26736;Niedersachsen
Staufenberg;34355;Niedersachsen
Lähden;49774;Niedersachsen
Wangerooge;26486;Niedersachsen
Wilhelmshaven;26386;Niedersachsen
Engden, Isterberg, Schüttorf u.a.;48465;Niedersachsen
Walchum;26907;Niedersachsen
Sickte, Dettum u.a.;38173;Niedersachsen
Schnega;29465;Niedersachsen
Rühen;38471;Niedersachsen
Jameln;29479;Niedersachsen
Emden;26725;Niedersachsen
Jesteburg;21266;Niedersachsen
Northeim;37154;Niedersachsen
Göttingen;37077;Niedersachsen
Brackel;21438;Niedersachsen
Peine;31226;Niedersachsen
Baddeckenstedt;38271;Niedersachsen
Reppenstedt, Lüneburg;21391;Niedersachsen
Haverlah;38275;Niedersachsen
Altenau, Schulenberg;38707;Niedersachsen
Schwülper;38179;Niedersachsen
Warmsen;31606;Niedersachsen
Aerzen;31855;Niedersachsen
Bad Münder am Deister;31848;Niedersachsen
Ottenstein;31868;Niedersachsen
Scheeßel;27383;Niedersachsen
Cappeln (Oldenburg);49692;Niedersachsen
Osnabrück;49082;Niedersachsen
Stadtoldendorf u.a.;37627;Niedersachsen
Salzhemmendorf;31020;Niedersachsen
Jork;21635;Niedersachsen
Belm;49191;Niedersachsen
Oldenburg (Oldenburg);26127;Niedersachsen
Lemgow;29485;Niedersachsen
Otter;21259;Niedersachsen
Moringen;37186;Niedersachsen
Hannover;30459;Niedersachsen
Hannover;30165;Niedersachsen
Hannover;30163;Niedersachsen
Burgwedel;30938;Niedersachsen
Giesen;31180;Niedersachsen
Munster;29633;Niedersachsen
Peine;31224;Niedersachsen
Goslar;38690;Niedersachsen
Walkenried;37445;Niedersachsen
Nordenham;26954;Niedersachsen
Cadenberge;21781;Niedersachsen
Osten;21756;Niedersachsen
Estorf;21727;Niedersachsen
Rohrsen;31627;Niedersachsen
Heemsen;31622;Niedersachsen
Beckedorf;31699;Niedersachsen
Brevörde, Polle, Vahlbruch;37647;Niedersachsen
Thomasburg;21401;Niedersachsen
Amt Neuhaus, Stapel;19273;Niedersachsen
Räbke;38375;Niedersachsen
Söllingen;38387;Niedersachsen
Parsau;38470;Niedersachsen
Waddeweitz;29496;Niedersachsen
Stade;21680;Niedersachsen
Lohne;49393;Niedersachsen
Börger;26904;Niedersachsen
Neubörger, Neulehe;26909;Niedersachsen
Lilienthal;28865;Niedersachsen
Maasen, Mellinghausen;27249;Niedersachsen
Riede;27339;Niedersachsen
Mittelstenahe;21770;Niedersachsen
Schweringen, Warpe, Bücken;27333;Niedersachsen
Obernkirchen;31683;Niedersachsen
Rehburg-Loccum;31547;Niedersachsen
Krummendeich;21732;Niedersachsen
Apelern, Rodenberg;31552;Niedersachsen
Linsburg;31636;Niedersachsen
Walsrode, Ostenholz;29664;Niedersachsen
Hameln;31789;Niedersachsen
Holzminden;37603;Niedersachsen
Hannover;30449;Niedersachsen
Hildesheim;31139;Niedersachsen
Göttingen;37085;Niedersachsen
Marxen;21439;Niedersachsen
Wriedel;29565;Niedersachsen
Winsen;21423;Niedersachsen
Wolfenbüttel;38302;Niedersachsen
Emmendorf;29579;Niedersachsen
Neetze;21398;Niedersachsen
Bokensdorf;38556;Niedersachsen
Nahrendorf;21369;Niedersachsen
Tiddische;38473;Niedersachsen
Danndorf;38461;Niedersachsen
Bösel;26219;Niedersachsen
Hagen am Teutoburger Wald;49170;Niedersachsen
Hasbergen;49205;Niedersachsen
Osnabrück;49084;Niedersachsen
Bohmte;49163;Niedersachsen
Diepholz;49356;Niedersachsen
Holzen, Eschershausen, Eimen;37632;Niedersachsen
Garbsen;30827;Niedersachsen
Wietze;29323;Niedersachsen
Hannover;30519;Niedersachsen
Hannover;30657;Niedersachsen
Sibbesse;31079;Niedersachsen
Sehnde;31319;Niedersachsen
Gleichen;37130;Niedersachsen
Hildesheim;31135;Niedersachsen
Seevetal;21217;Niedersachsen
Kalefeld;37589;Niedersachsen
Söhlde;31185;Niedersachsen
Tespe;21395;Niedersachsen
Brietlingen;21382;Niedersachsen
Natendorf;29587;Niedersachsen
Lüchow;29439;Niedersachsen
Lübbow;29488;Niedersachsen
Langendorf;29484;Niedersachsen
Uchte;31600;Niedersachsen
Oberndorf;21787;Niedersachsen
Sottrum, Reeßum, Bötersen u.a.;27367;Niedersachsen
Engelschoff;21710;Niedersachsen
Moormerland;26802;Niedersachsen
Lingen;49809;Niedersachsen
Nordhorn;48531;Niedersachsen
Goslar;38644;Niedersachsen
Braunschweig;38126;Niedersachsen
Oetzen;29588;Niedersachsen
Clenze;29459;Niedersachsen
Küsten;29482;Niedersachsen
Borkum;26757;Niedersachsen
Damme;49401;Niedersachsen
Oldenburg (Oldenburg);26129;Niedersachsen
Damnatz;29472;Niedersachsen
Gusborn;29476;Niedersachsen
Braunschweig;38104;Niedersachsen
Wittingen;29379;Niedersachsen
Geestland;27607;Niedersachsen
Cuxhaven;27474;Niedersachsen
Siedenburg, Staffhorst;27254;Niedersachsen
Neustadt am Rübenberge;31535;Niedersachsen
Hameln;31787;Niedersachsen
Hameln;31789;Niedersachsen
Esche, Georgsdorf, Lage, Neuenhaus, Osterwald;49828;Niedersachsen
Hollenstedt, Drestedt u.a.;21279;Niedersachsen
Gronau (Leine);31028;Niedersachsen
Göttingen;37073;Niedersachsen
Gieboldehausen, Rhumequelle;37434;Niedersachsen
Ilsede;31241;Niedersachsen
Wildemann;38709;Niedersachsen
Suderburg;29556;Niedersachsen
Osnabrück;49080;Niedersachsen
Varel;26316;Niedersachsen
Emstek;49685;Niedersachsen
Oldenburg (Oldenburg);26131;Niedersachsen
Berne;27804;Niedersachsen
Regesbostel;21649;Niedersachsen
Schneverdingen, Heimbuch;29640;Niedersachsen
Elze;31008;Niedersachsen
Menslage;49637;Niedersachsen
Ihlow;26632;Niedersachsen
Lingen;49811;Niedersachsen
Blomberg, Neuschoo;26487;Niedersachsen
Loxstedt;27612;Niedersachsen
Freistatt, Varrel, Wehrbleck;27259;Niedersachsen
Geestland;27624;Niedersachsen
Asendorf;27330;Niedersachsen
Oyten;28876;Niedersachsen
Wingst;21789;Niedersachsen
Hoya, Hoyerhagen, Hilgermissen;27318;Niedersachsen
Estorf;31629;Niedersachsen
Verden;27283;Niedersachsen
Hage, Halbemond u.a.;26524;Niedersachsen
Westerholt, Schweindorf u.a.;26556;Niedersachsen
Langenhagen (Flughafen);30669;Niedersachsen
Hannover;30173;Niedersachsen
Welle;21261;Niedersachsen
Hannover;30539;Niedersachsen
Hermannsburg;29320;Niedersachsen
Winsen;21423;Niedersachsen
Wulften;37199;Niedersachsen
Lengede;38268;Niedersachsen
Salzgitter;38226;Niedersachsen
Marschacht;21436;Niedersachsen
Wolfenbüttel;38304;Niedersachsen
Herzberg, Elbingerode, Hörden;37412;Niedersachsen
Rätzlingen;29590;Niedersachsen
Bevern;37639;Niedersachsen
Garbsen;30823;Niedersachsen
Löningen;49624;Niedersachsen
Wittmund;26409;Niedersachsen
Apen;26689;Niedersachsen
Nordenham;26954;Niedersachsen
Bersenbrück;49593;Niedersachsen
Hannover;30159;Niedersachsen
Einbeck, Kreiensen;37574;Niedersachsen
Unterlüß;29345;Niedersachsen
Salzgitter;38228;Niedersachsen
Adenbüttel;38528;Niedersachsen
Goslar;38642;Niedersachsen
Schladen-Werla;38315;Niedersachsen
Bad Harzburg, Torfhaus;38667;Niedersachsen
Ehrenburg;27248;Niedersachsen
Thedinghausen, Emtinghausen;27321;Niedersachsen
Bülkau;21782;Niedersachsen
Martfeld, Schwarme;27327;Niedersachsen
Fürstenberg;37699;Niedersachsen
Denkte;38321;Niedersachsen
Suhlendorf;29562;Niedersachsen
Ehra-Lessien;38468;Niedersachsen
Barwedel;38476;Niedersachsen
Geeste;49744;Niedersachsen
Sustrum, Lathen u.a.;49762;Niedersachsen
Großenkneten;26197;Niedersachsen
Lembruch, Burlage;49459;Niedersachsen
Springe;31832;Niedersachsen
Heidenau;21258;Niedersachsen
Berge, Bippen;49626;Niedersachsen
Molbergen;49696;Niedersachsen
Lastrup;49688;Niedersachsen
Bramsche;49565;Niedersachsen
Badbergen;49635;Niedersachsen
Osnabrück;49090;Niedersachsen
Wilhelmshaven;26389;Niedersachsen
Stavern;49777;Niedersachsen
Hagen;58099;Nordrhein-Westfalen
Lünen;44534;Nordrhein-Westfalen
Gummersbach;51645;Nordrhein-Westfalen
Dortmund;44267;Nordrhein-Westfalen
Hagen;58099;Nordrhein-Westfalen
Übach-Palenberg;52531;Nordrhein-Westfalen
Kevelaer-Winnekendonk;47626;Nordrhein-Westfalen
Viersen;41748;Nordrhein-Westfalen
Krefeld;47804;Nordrhein-Westfalen
Krefeld;47829;Nordrhein-Westfalen
Oberhausen;46045;Nordrhein-Westfalen
Köln;50767;Nordrhein-Westfalen
Köln;50677;Nordrhein-Westfalen
Essen;45147;Nordrhein-Westfalen
Wülfrath;42489;Nordrhein-Westfalen
Gelsenkirchen;45897;Nordrhein-Westfalen
Leverkusen;51375;Nordrhein-Westfalen
Oelde;59302;Nordrhein-Westfalen
Solingen;42653;Nordrhein-Westfalen
Bonn;53115;Nordrhein-Westfalen
Hattingen;45529;Nordrhein-Westfalen
Wermelskirchen;42929;Nordrhein-Westfalen
Bochum;44791;Nordrhein-Westfalen
Remscheid;42899;Nordrhein-Westfalen
Unna;59425;Nordrhein-Westfalen
Tecklenburg;49545;Nordrhein-Westfalen
Havixbeck;48329;Nordrhein-Westfalen
Dortmund;44227;Nordrhein-Westfalen
Büren;33142;Nordrhein-Westfalen
Herford;32051;Nordrhein-Westfalen
Herford;32052;Nordrhein-Westfalen
Hille;32479;Nordrhein-Westfalen
Petershagen;32469;Nordrhein-Westfalen
Meschede;59872;Nordrhein-Westfalen
Gütersloh;33330;Nordrhein-Westfalen
Werther (Westf.);33824;Nordrhein-Westfalen
Goch;47574;Nordrhein-Westfalen
Baesweiler;52499;Nordrhein-Westfalen
Wachtendonk;47669;Nordrhein-Westfalen
Viersen;41747;Nordrhein-Westfalen
Kall;53925;Nordrhein-Westfalen
Duisburg;47179;Nordrhein-Westfalen
Neuss;41470;Nordrhein-Westfalen
Euskirchen;53881;Nordrhein-Westfalen
Duisburg;47166;Nordrhein-Westfalen
Düsseldorf;40547;Nordrhein-Westfalen
Düsseldorf;40237;Nordrhein-Westfalen
Düsseldorf;40593;Nordrhein-Westfalen
Bornheim;53332;Nordrhein-Westfalen
Essen;45356;Nordrhein-Westfalen
Leverkusen;51379;Nordrhein-Westfalen
Leichlingen;42799;Nordrhein-Westfalen
Essen;45130;Nordrhein-Westfalen
Essen;45128;Nordrhein-Westfalen
Köln;51069;Nordrhein-Westfalen
Bochum;44866;Nordrhein-Westfalen
Bergisch Gladbach;51429;Nordrhein-Westfalen
Herne;44625;Nordrhein-Westfalen
Bochum;44789;Nordrhein-Westfalen
Castrop-Rauxel;44579;Nordrhein-Westfalen
Bielefeld;33647;Nordrhein-Westfalen
Bielefeld;33739;Nordrhein-Westfalen
Warburg;34414;Nordrhein-Westfalen
Borgentreich;34434;Nordrhein-Westfalen
Anröchte;59609;Nordrhein-Westfalen
Lippstadt;59555;Nordrhein-Westfalen
Siegen;57072;Nordrhein-Westfalen
Altena;58762;Nordrhein-Westfalen
Unna;59425;Nordrhein-Westfalen
Münster;48167;Nordrhein-Westfalen
Sendenhorst;48324;Nordrhein-Westfalen
Hamm;59075;Nordrhein-Westfalen
Nordwalde;48356;Nordrhein-Westfalen
Dortmund;44137;Nordrhein-Westfalen
Rödinghausen;32289;Nordrhein-Westfalen
Medebach;59964;Nordrhein-Westfalen
Gangelt, Selfkant;52538;Nordrhein-Westfalen
Kevelaer-Mitte;47623;Nordrhein-Westfalen
Kevelaer-Wetten;47625;Nordrhein-Westfalen
Hellenthal;53940;Nordrhein-Westfalen
Titz;52445;Nordrhein-Westfalen
Nideggen;52385;Nordrhein-Westfalen
Moers;47445;Nordrhein-Westfalen
Meerbusch;40670;Nordrhein-Westfalen
Duisburg;47059;Nordrhein-Westfalen
Duisburg;47119;Nordrhein-Westfalen
Düsseldorf;40225;Nordrhein-Westfalen
Dormagen;41541;Nordrhein-Westfalen
Essen;45133;Nordrhein-Westfalen
Essen;45144;Nordrhein-Westfalen
Köln;50678;Nordrhein-Westfalen
Menden;58706;Nordrhein-Westfalen
Lippstadt;59556;Nordrhein-Westfalen
Bielefeld;33649;Nordrhein-Westfalen
Köln;51147;Nordrhein-Westfalen
Essen;45307;Nordrhein-Westfalen
Wuppertal;42115;Nordrhein-Westfalen
Bochum;44807;Nordrhein-Westfalen
Bochum;44799;Nordrhein-Westfalen
Wettringen;48493;Nordrhein-Westfalen
Bochum;44799;Nordrhein-Westfalen
Wetter (Ruhr);58300;Nordrhein-Westfalen
Eitorf;53783;Nordrhein-Westfalen
Rheine;48432;Nordrhein-Westfalen
Delbrück;33129;Nordrhein-Westfalen
Hüllhorst;32609;Nordrhein-Westfalen
Steinheim;32839;Nordrhein-Westfalen
Nieheim;33039;Nordrhein-Westfalen
Lüdenscheid;58513;Nordrhein-Westfalen
Menden;58708;Nordrhein-Westfalen
Everswinkel;48351;Nordrhein-Westfalen
Olpe;57462;Nordrhein-Westfalen
Lippetal;59510;Nordrhein-Westfalen
Neunkirchen;57290;Nordrhein-Westfalen
Netphen;57250;Nordrhein-Westfalen
Rietberg;33397;Nordrhein-Westfalen
Münster;48163;Nordrhein-Westfalen
Dortmund;44309;Nordrhein-Westfalen
Ascheberg;59387;Nordrhein-Westfalen
Stolberg (Rhld.);52222;Nordrhein-Westfalen
Zülpich;53909;Nordrhein-Westfalen
Blankenheim;53945;Nordrhein-Westfalen
Duisburg;47229;Nordrhein-Westfalen
Neuss;41469;Nordrhein-Westfalen
Dinslaken;46537;Nordrhein-Westfalen
Dormagen;41540;Nordrhein-Westfalen
Ratingen;40880;Nordrhein-Westfalen
Oberhausen;46149;Nordrhein-Westfalen
Monheim am Rhein;40789;Nordrhein-Westfalen
Köln;50937;Nordrhein-Westfalen
Köln;50997;Nordrhein-Westfalen
Hilden;40724;Nordrhein-Westfalen
Köln;50668;Nordrhein-Westfalen
Essen;45141;Nordrhein-Westfalen
Essen;45327;Nordrhein-Westfalen
Altenberge;48341;Nordrhein-Westfalen
Essen;45277;Nordrhein-Westfalen
Bonn;53127;Nordrhein-Westfalen
Marl;45770;Nordrhein-Westfalen
Gelsenkirchen;45888;Nordrhein-Westfalen
Sankt Augustin;53757;Nordrhein-Westfalen
Recklinghausen;45659;Nordrhein-Westfalen
Bochum;44795;Nordrhein-Westfalen
Düren;52353;Nordrhein-Westfalen
Alpen;46519;Nordrhein-Westfalen
Grevenbroich;41516;Nordrhein-Westfalen
Krefeld;47800;Nordrhein-Westfalen
Meerbusch;40668;Nordrhein-Westfalen
Frechen;50226;Nordrhein-Westfalen
Raesfeld;46348;Nordrhein-Westfalen
Düsseldorf;40479;Nordrhein-Westfalen
Düsseldorf;40477;Nordrhein-Westfalen
Düsseldorf;40235;Nordrhein-Westfalen
Düsseldorf;40597;Nordrhein-Westfalen
Köln;50939;Nordrhein-Westfalen
Bottrop;46238;Nordrhein-Westfalen
Köln;50667;Nordrhein-Westfalen
Velbert;42549;Nordrhein-Westfalen
Marl;45768;Nordrhein-Westfalen
Lüdenscheid;58511;Nordrhein-Westfalen
Halver;58553;Nordrhein-Westfalen
Hagen;58095;Nordrhein-Westfalen
Dortmund;44328;Nordrhein-Westfalen
Hagen;58119;Nordrhein-Westfalen
Werne;59368;Nordrhein-Westfalen
Saerbeck;48369;Nordrhein-Westfalen
Essen;45289;Nordrhein-Westfalen
Bonn;53227;Nordrhein-Westfalen
Wuppertal;42109;Nordrhein-Westfalen
Herne;44652;Nordrhein-Westfalen
Recklinghausen;45663;Nordrhein-Westfalen
Bochum;44805;Nordrhein-Westfalen
Winterberg;59955;Nordrhein-Westfalen
Enger;32130;Nordrhein-Westfalen
Schloß Holte-Stukenbrock;33758;Nordrhein-Westfalen
Löhne;32584;Nordrhein-Westfalen
Augustdorf;32832;Nordrhein-Westfalen
Schlangen;33189;Nordrhein-Westfalen
Lotte;49504;Nordrhein-Westfalen
Bad Laasphe;57334;Nordrhein-Westfalen
Lippstadt;59558;Nordrhein-Westfalen
Waldfeucht, Heinsberg;52525;Nordrhein-Westfalen
Aachen;52076;Nordrhein-Westfalen
Aachen;52064;Nordrhein-Westfalen
Rees;46459;Nordrhein-Westfalen
Viersen;41747;Nordrhein-Westfalen
Kreuzau;52372;Nordrhein-Westfalen
Bergheim;50126;Nordrhein-Westfalen
Düsseldorf;40591;Nordrhein-Westfalen
Düsseldorf;40629;Nordrhein-Westfalen
Essen;45219;Nordrhein-Westfalen
Köln;50737;Nordrhein-Westfalen
Meckenheim;53340;Nordrhein-Westfalen
Köln;50996;Nordrhein-Westfalen
Bonn;53225;Nordrhein-Westfalen
Velbert;42555;Nordrhein-Westfalen
Hattingen;45527;Nordrhein-Westfalen
Bad Salzuflen;32108;Nordrhein-Westfalen
Detmold;32758;Nordrhein-Westfalen
Schieder-Schwalenberg;32816;Nordrhein-Westfalen
Herscheid;58849;Nordrhein-Westfalen
Westerkappeln;49492;Nordrhein-Westfalen
Kirchhundem;57399;Nordrhein-Westfalen
Beckum;59269;Nordrhein-Westfalen
Bünde;32257;Nordrhein-Westfalen
Bielefeld;33689;Nordrhein-Westfalen
Hiddenhausen;32120;Nordrhein-Westfalen
Horn-Bad Meinberg;32805;Nordrhein-Westfalen
Versmold;33775;Nordrhein-Westfalen
Halle (Westfalen);33790;Nordrhein-Westfalen
Lüdenscheid;58507;Nordrhein-Westfalen
Münster;48147;Nordrhein-Westfalen
Fröndenberg/Ruhr;58730;Nordrhein-Westfalen
Telgte;48291;Nordrhein-Westfalen
Lengerich;49525;Nordrhein-Westfalen
Aachen;52066;Nordrhein-Westfalen
Wassenberg;41849;Nordrhein-Westfalen
Kalkar;47546;Nordrhein-Westfalen
Mönchengladbach;41063;Nordrhein-Westfalen
Nörvenich;52388;Nordrhein-Westfalen
Kerpen;50169;Nordrhein-Westfalen
Duisburg;47055;Nordrhein-Westfalen
Oberhausen;46147;Nordrhein-Westfalen
Düsseldorf;40472;Nordrhein-Westfalen
Stadtlohn;48703;Nordrhein-Westfalen
Köln;51107;Nordrhein-Westfalen
Hagen;58091;Nordrhein-Westfalen
Dortmund;44145;Nordrhein-Westfalen
Dortmund;44269;Nordrhein-Westfalen
Hopsten;48496;Nordrhein-Westfalen
Bochum;44869;Nordrhein-Westfalen
Bonn;53179;Nordrhein-Westfalen
Soest;59494;Nordrhein-Westfalen
Kevelaer-Twisteden;47624;Nordrhein-Westfalen
Elsdorf;50189;Nordrhein-Westfalen
Düsseldorf;40474;Nordrhein-Westfalen
Duisburg;47058;Nordrhein-Westfalen
Mülheim an der Ruhr;45478;Nordrhein-Westfalen
Ahaus;48683;Nordrhein-Westfalen
Mülheim an der Ruhr;45468;Nordrhein-Westfalen
Gelsenkirchen;45896;Nordrhein-Westfalen
Solingen;42719;Nordrhein-Westfalen
Dortmund;44289;Nordrhein-Westfalen
Lüdenscheid;58509;Nordrhein-Westfalen
Reichshof;51580;Nordrhein-Westfalen
Ladbergen;49549;Nordrhein-Westfalen
Dortmund;44229;Nordrhein-Westfalen
Windeck;51570;Nordrhein-Westfalen
Gütersloh;33332;Nordrhein-Westfalen
Gevelsberg;58285;Nordrhein-Westfalen
Witten;58453;Nordrhein-Westfalen
